account,amount
デビット  デビット 767482 ,0.0
デビット  デビット 767490 ,0.0
デビット  デビット 767553 ,0.0
デビット  デビット 767567 ,0.0
デビット  デビット 768110 ,0.0
デビット  デビット 768376 ,0.0
デビット  デビット 768646 [適格]10％,0.0
デビット  デビット 769639 ,0.0
デビット  デビット 769675 ,0.0
デビット  デビット 769732 ,0.0
デビット  デビット 770199 ,0.0
デビット  デビット 770241 ,0.0
デビット  デビット 770452 ,0.0
デビット  デビット 771510 [適格]10％,0.0
デビット  デビット 771772 ,0.0
デビット  デビット 771848 [適格]10％,0.0
デビット  デビット 771888 ,0.0
デビット  デビット 771923 ,0.0
デビット  デビット 771943 ,0.0
デビット  デビット 771971 ,0.0
デビット  デビット 774159 [適格]10％,0.0
デビット  デビット 774632 ,0.0
デビット  デビット 775197 ,0.0
デビット  デビット 775819 ,0.0
デビット  デビット 776963 ,0.0
デビット  デビット 777332 ,0.0
デビット  デビット 781068 ,0.0
デビット  デビット 783309 ,0.0
デビット  デビット 783818 ,0.0
デビット  デビット 784796 ,0.0
デビット  デビット 786561 ,0.0
デビット  デビット 786963 [適格]10％,0.0
デビット  デビット 786979 ,0.0
デビット  デビット 787248 ,0.0
デビット  デビット 787598 ,0.0
デビット  デビット 788860 ,0.0
デビット  デビット 788920 [適格]10％,0.0
デビット  デビット 789697 ,0.0
デビット  デビット 790020 ,0.0
デビット  デビット 790275 ,0.0
デビット  デビット 791295 ,0.0
デビット  デビット 791299 ,0.0
デビット  デビット 791389 [適格]10％,0.0
デビット  デビット 793118 ,0.0
デビット  デビット 793840 [適格]10％,0.0
デビット  デビット 793956 ,0.0
デビット  デビット 794536 ,0.0
デビット  デビット 794837 ,0.0
デビット  デビット 795220 ,0.0
デビット  デビット 795393 ,0.0
デビット  デビット 795696 ,0.0
デビット  デビット 796699 ,0.0
デビット  デビット 797217 ,0.0
デビット  デビット 797551 ,0.0
デビット  デビット 798143 ,0.0
デビット  デビット 799828 ,0.0
デビット  デビット 800575 ,0.0
デビット  デビット 801677 ,0.0
デビット  デビット 802009 [適格]10％,0.0
デビット  デビット 802017 ,0.0
デビット  デビット 802175 ,0.0
デビット  デビット 802804 ,0.0
デビット  デビット 802918 ,0.0
デビット  デビット 803186 ,0.0
デビット  デビット 805203 ,0.0
デビット  デビット 806123 ,0.0
デビット  デビット 806979 ,0.0
デビット  デビット 807292 ,0.0
デビット  デビット 807400 ,0.0
デビット  デビット 809860 ,0.0
デビット  デビット 810648 ,0.0
デビット  デビット 811331 ,0.0
デビット  デビット 811838 ,0.0
デビット  デビット 812262 ,0.0
デビット  デビット 814136 ,0.0
デビット  デビット 814350 [適格]10％,0.0
デビット  デビット 815117 ,0.0
デビット  デビット 815617 ,0.0
デビット  デビット 815669 ,0.0
デビット  デビット 816963 ,0.0
デビット  デビット 817384 [適格]10％,0.0
デビット  デビット 817435 [適格]10％,0.0
デビット  デビット 818533 ,0.0
デビット  デビット 818899 ,0.0
デビット  デビット 818910 ,0.0
デビット  デビット 819160 ,0.0
デビット  デビット 819272 ,0.0
デビット  デビット 819818 ,0.0
デビット  デビット 820428 ,0.0
デビット  デビット 820887 ,0.0
デビット  デビット 821277 ,0.0
デビット  デビット 821936 ,0.0
デビット  デビット 822257 ,0.0
デビット  デビット 823560 ,0.0
デビット  デビット 824794 ,0.0
デビット  デビット 824795 ,0.0
デビット  デビット 824870 ,0.0
デビット  デビット 824916 [適格]10％,0.0
デビット  デビット 825088 [適格]10％,0.0
デビット  デビット 825385 ,0.0
デビット  デビット 825980 ,0.0
デビット  デビット 826959 ,0.0
デビット  デビット 827237 [適格]10％,0.0
デビット  デビット 827587 ,0.0
デビット  デビット 827696 ,0.0
デビット  デビット 828353 ,0.0
デビット  デビット 828513 ,0.0
デビット  デビット 828785 [適格]10％,0.0
デビット  デビット 829132 ,0.0
デビット  デビット 829335 ,0.0
デビット  デビット 829378 ,0.0
デビット  デビット 829495 ,0.0
デビット  デビット 829499 ,0.0
デビット  デビット 830202 ,0.0
デビット  デビット 830241 ,0.0
デビット  デビット 830910 ,0.0
デビット  デビット 831183 ,0.0
デビット  デビット 831713 ,0.0
デビット  デビット 832192 ,0.0
デビット  デビット 833632 ,0.0
デビット  デビット 833633 ,0.0
デビット  デビット 834665 ,0.0
デビット  デビット 834694 ,0.0
デビット  デビット 834720 ,0.0
デビット  デビット 835286 ,0.0
デビット  デビット 836194 ,0.0
デビット  デビット 836860 ,0.0
デビット  デビット 837165 [適格]10％,0.0
デビット  デビット 837838 [適格]10％,0.0
デビット  デビット 838680 ,0.0
デビット  デビット 839073 ,0.0
デビット  デビット 840542 [適格]10％,0.0
デビット  デビット 842699 [適格]10％,0.0
デビット  デビット 842721 ,0.0
デビット  デビット 843362 ,0.0
デビット  デビット 843602 ,0.0
デビット  デビット 843672 ,0.0
デビット  デビット 847550 ,0.0
デビット  デビット 847643 [適格]10％,0.0
デビット  デビット 848120 ,0.0
デビット  デビット 848536 ,0.0
デビット  デビット 848763 ,0.0
デビット  デビット 848954 ,0.0
デビット  デビット 851330 ,0.0
デビット  デビット 855940 ,0.0
デビット  デビット 856293 ,0.0
デビット  デビット 856309 ,0.0
デビット  デビット 856582 ,0.0
デビット  デビット 859680 [適格]10％,0.0
デビット  デビット 860638 ,0.0
デビット  デビット 861072 [適格]10％,0.0
デビット  デビット 861208 ,0.0
デビット  デビット 861901 ,0.0
デビット  デビット 862057 ,0.0
デビット  デビット 863182 ,0.0
デビット  デビット 863352 [適格]10％,0.0
デビット  デビット 864453 ,0.0
デビット  デビット 864515 ,0.0
デビット  デビット 865329 ,0.0
デビット  デビット 865445 ,0.0
デビット  デビット 865534 ,0.0
デビット  デビット 865568 ,0.0
デビット  デビット 865709 ,0.0
デビット  デビット 865990 ,0.0
デビット  デビット 866132 ,0.0
デビット  デビット 866796 ,0.0
デビット  デビット 866884 ,0.0
デビット  デビット 867112 ,0.0
デビット  デビット 867314 ,0.0
デビット  デビット 867364 ,0.0
デビット  デビット 867772 ,0.0
デビット  デビット 867977 ,0.0
デビット  デビット 868332 ,0.0
デビット  デビット 871112 [適格]10％,0.0
デビット  デビット 871421 [適格]10％,0.0
デビット  デビット 871561 ,0.0
デビット  デビット 871833 ,0.0
デビット  デビット 873436 ,0.0
デビット  デビット 873934 ,0.0
デビット  デビット 874860 ,0.0
デビット  デビット 876508 ,0.0
デビット  デビット 876855 ,0.0
デビット  デビット 879090 ,0.0
デビット  デビット 879766 ,0.0
デビット  デビット 879814 ,0.0
デビット  デビット 881522 [適格]10％,0.0
デビット  デビット 881674 ,0.0
デビット  デビット 882204 ,0.0
デビット  デビット 883830 ,0.0
デビット  デビット 883951 ,0.0
デビット  デビット 884591 ,0.0
デビット  デビット 885718 ,0.0
デビット  デビット 887205 ,0.0
デビット  デビット 888076 [適格]10％,0.0
デビット  デビット 889212 ,0.0
デビット  デビット 889649 ,0.0
デビット  デビット 889949 ,0.0
デビット  デビット 891045 ,0.0
デビット  デビット 891768 ,0.0
デビット  デビット 892711 ,0.0
デビット  デビット 892727 [適格]10％,0.0
デビット  デビット 893085 ,0.0
デビット  デビット 893359 ,0.0
デビット  デビット 893571 ,0.0
デビット  デビット 895582 ,0.0
デビット  デビット 895688 ,0.0
デビット  デビット 896079 ,0.0
デビット  デビット 896135 ,0.0
デビット  デビット 896702 ,0.0
デビット  デビット 896782 ,0.0
デビット  デビット 897071 [適格]10％,0.0
デビット  デビット 897568 ,0.0
デビット  デビット 897650 ,0.0
デビット  デビット 899202 ,0.0
デビット  デビット 899233 ,0.0
デビット  デビット 899822 ,0.0
デビット  デビット 900063 ,0.0
デビット  デビット 900234 ,0.0
デビット  デビット 900412 ,0.0
デビット  デビット 901271 [適格]10％,0.0
デビット  デビット 901993 ,0.0
デビット  デビット 902013 ,0.0
デビット  デビット 902446 [適格]10％,0.0
デビット  デビット 902708 ,0.0
デビット  デビット 902933 ,0.0
デビット  デビット 903646 [適格]10％,0.0
デビット  デビット 903651 [適格]10％,0.0
デビット  デビット 904854 [適格]10％,0.0
デビット  デビット 906284 ,0.0
デビット  デビット 906378 ,0.0
デビット  デビット 906380 ,0.0
デビット  デビット 906954 ,0.0
デビット  デビット 907658 ,0.0
デビット  デビット 907764 ,0.0
デビット  デビット 908224 [適格]10％,0.0
デビット  デビット 908266 ,0.0
デビット  デビット 908665 ,0.0
デビット  デビット 908956 [適格]10％,0.0
デビット  デビット 909082 ,0.0
デビット  デビット 909385 ,0.0
デビット  デビット 909483 ,0.0
デビット  デビット 910034 ,0.0
デビット  デビット 910126 ,0.0
デビット  デビット 910609 ,0.0
デビット  デビット 910783 ,0.0
デビット  デビット 910842 ,0.0
デビット  デビット 912693 ,0.0
デビット  デビット 912729 ,0.0
デビット  デビット 912741 ,0.0
デビット  デビット 914554 ,0.0
デビット  デビット 915071 ,0.0
デビット  デビット 915296 ,0.0
デビット  デビット 915721 [適格]10％,0.0
デビット  デビット 916652 ,0.0
デビット  デビット 917493 ,0.0
デビット  デビット 917751 ,0.0
デビット  デビット 917847 ,0.0
デビット  デビット 918042 [適格]10％,0.0
デビット  デビット 918280 [適格]10％,0.0
デビット  デビット 918583 [適格]10％,0.0
デビット  デビット 918614 ,0.0
デビット  デビット 918931 [適格]10％,0.0
デビット  デビット 919122 ,0.0
デビット  デビット 919380 ,0.0
デビット  デビット 919694 ,0.0
デビット  デビット 919986 ,0.0
デビット  デビット 920873 ,0.0
デビット  デビット 922442 ,0.0
デビット  デビット 923366 ,0.0
デビット  デビット 923413 [適格]10％,0.0
デビット  デビット 923675 ,0.0
デビット  デビット 924794 ,0.0
デビット  デビット 924944 ,0.0
デビット  デビット 925066 ,0.0
デビット  デビット 925609 ,0.0
デビット  デビット 926449 ,0.0
デビット  デビット 926516 ,0.0
デビット  デビット 927609 ,0.0
デビット  デビット 928825 [適格]10％,0.0
デビット  デビット 928933 ,0.0
デビット  デビット 929067 [適格]10％,0.0
デビット  デビット 930145 [適格]10％,0.0
デビット  デビット 930462 ,0.0
デビット  デビット 930896 ,0.0
デビット  デビット 931529 ,0.0
デビット  デビット 931637 ,0.0
デビット  デビット 931649 ,0.0
デビット  デビット 931653 ,0.0
デビット  デビット 933015 ,0.0
デビット  デビット 938356 ,0.0
デビット  デビット 938368 ,0.0
デビット  デビット 938702 [適格]10％,0.0
デビット  デビット 938807 [適格]10％,0.0
デビット  デビット 938922 ,0.0
デビット  デビット 939889 [適格]10％,0.0
デビット  デビット 940390 ,0.0
デビット  デビット 940779 ,0.0
デビット  デビット 941224 ,0.0
デビット  デビット 941319 [適格]10％,0.0
デビット  デビット 942396 ,0.0
デビット  デビット 942757 [適格]10％,0.0
デビット  デビット 945129 ,0.0
デビット  デビット 945180 ,0.0
デビット  デビット 945554 [適格]10％,0.0
デビット  デビット 946568 [適格]10％,0.0
デビット  デビット 947424 ,0.0
デビット  デビット 948081 ,0.0
デビット  デビット 948569 [適格]10％,0.0
デビット  デビット 949410 ,0.0
デビット  デビット 949478 ,0.0
デビット  デビット 949914 [適格]10％,0.0
デビット  デビット 949973 ,0.0
デビット  デビット 950504 ,0.0
デビット  デビット 950509 ,0.0
デビット  デビット 951245 [適格]10％,0.0
デビット  デビット 951910 ,0.0
デビット  デビット 952504 [適格]10％,0.0
デビット  デビット 953126 [適格]10％,0.0
デビット  デビット 953313 ,0.0
デビット  デビット 953522 ,0.0
デビット  デビット 953720 [適格]10％,0.0
デビット  デビット 953935 ,0.0
デビット  デビット 956337 [適格]10％,0.0
デビット  デビット 957432 [適格]10％,0.0
デビット  デビット 958811 ,0.0
デビット  デビット 958845 ,0.0
デビット  デビット 959116 ,0.0
デビット  デビット 959223 ,0.0
デビット  デビット 959281 ,0.0
デビット  デビット 959553 ,0.0
デビット  デビット 959597 ,0.0
デビット  デビット 959602 ,0.0
デビット  デビット 960339 ,0.0
デビット  デビット 961116 [適格]10％,0.0
デビット  デビット 961403 [適格]10％,0.0
デビット  デビット 961421 [適格]10％,0.0
デビット  デビット 961436 [適格]10％,0.0
デビット  デビット 962568 ,0.0
デビット  デビット 964209 [適格]10％,0.0
デビット  デビット 964442 ,0.0
デビット  デビット 965294 ,0.0
デビット  デビット 967008 ,0.0
デビット  デビット 967289 ,0.0
デビット  デビット 968336 [適格]10％,0.0
デビット  デビット 968718 ,0.0
デビット  デビット 968812 ,0.0
デビット  デビット 970396 ,0.0
デビット  デビット 970504 ,0.0
デビット  デビット 971267 [適格]10％,0.0
デビット  デビット 971551 [適格]10％,0.0
デビット  デビット 975206 [適格]10％,0.0
デビット  デビット 975464 ,0.0
デビット  デビット 975620 ,0.0
デビット  デビット 976074 [適格]10％,0.0
デビット  デビット 977020 ,0.0
デビット  デビット 977191 ,0.0
デビット  デビット 977641 ,0.0
デビット  デビット 978856 [適格]10％,0.0
デビット  デビット 979238 [適格]10％,0.0
デビット  デビット 979305 ,0.0
デビット  デビット 979630 [適格]10％,0.0
デビット  デビット 980019 ,0.0
デビット  デビット 980598 ,0.0
デビット  デビット 980630 ,0.0
デビット  デビット 980647 ,0.0
デビット  デビット 980678 [適格]10％,0.0
デビット  デビット 982929 ,0.0
デビット  デビット 983546 ,0.0
デビット  デビット 983547 ,0.0
デビット  デビット 983553 ,0.0
デビット  デビット 983566 ,0.0
デビット  デビット 983776 ,0.0
デビット  デビット 983977 ,0.0
デビット  デビット 984041 ,0.0
デビット  デビット 984141 [適格]10％,0.0
デビット  デビット 984377 ,0.0
デビット  デビット 984396 ,0.0
デビット  デビット 987241 ,0.0
デビット  デビット 989226 ,0.0
デビット  デビット 989296 ,0.0
デビット  デビット 991768 ,0.0
デビット  デビット 991774 ,0.0
デビット  デビット 991789 ,0.0
デビット  デビット 992190 ,0.0
デビット  デビット 993620 ,0.0
デビット  デビット 994628 ,0.0
デビット  デビット 995030 ,0.0
デビット  デビット 995153 ,0.0
デビット  デビット 995169 ,0.0
デビット  デビット 995370 ,0.0
デビット  デビット 995524 [適格]10％,0.0
デビット  デビット 995640 ,0.0
デビット  デビット 996671 ,0.0
デビット  デビット 996715 ,0.0
デビット  デビット 996759 ,0.0
デビット  デビット 996865 ,0.0
デビット  取消*デビット 000000 ,-26416483.0
デビット  取消*デビット 000000 [適格]10％,-7995709.0
デビット  取消*デビット 001603 ,-6230354.0
デビット  取消*デビット 024676 ,-15480422.0
デビット  取消*デビット 024963 ,-15480422.0
デビット  取消*デビット 025546 ,-15480422.0
デビット  取消*デビット 052440 ,-15840332.0
デビット  取消*デビット 063777 ,-14241627.0
デビット  取消*デビット 105977 ,-15496386.0
デビット  取消*デビット 127149 ,-6230354.0
デビット  取消*デビット 140885 ,-15597465.0
デビット  取消*デビット 163809 ,-14102589.0
デビット  取消*デビット 179222 ,-1864260.0
デビット  取消*デビット 221988 ,-4100394.0
デビット  取消*デビット 250649 [適格]10％,-2398452.0
デビット  取消*デビット 301160 ,-14979064.0
デビット  取消*デビット 313584 ,-11821927.0
デビット  取消*デビット 324695 ,-14876172.0
デビット  取消*デビット 341229 [適格]10％,-8300523.0
デビット  取消*デビット 350969 [適格]10％,-5147241.0
デビット  取消*デビット 356217 ,-13806177.0
デビット  取消*デビット 362768 ,-184247.0
デビット  取消*デビット 367521 ,-436467.0
デビット  取消*デビット 376189 ,-184256.0
デビット  取消*デビット 376198 ,-183267.0
デビット  取消*デビット 380975 ,-11441193.0
デビット  取消*デビット 395311 ,-3971846.0
デビット  取消*デビット 405855 [適格]10％,-3832190.0
デビット  取消*デビット 447136 ,-521242.0
デビット  取消*デビット 463201 ,-12715007.0
デビット  取消*デビット 470552 [適格]10％,-3778780.0
デビット  取消*デビット 489672 [適格]10％,-7890956.0
デビット  取消*デビット 492061 ,-11468860.0
デビット  取消*デビット 597759 ,-11419751.0
デビット  取消*デビット 608900 ,-13626260.0
デビット  取消*デビット 616079 ,-13992229.0
デビット  取消*デビット 618975 ,-15483168.0
デビット  取消*デビット 625215 [適格]10％,-4792112.0
デビット  取消*デビット 630762 ,-14187752.0
デビット  取消*デビット 632137 ,-226984.0
デビット  取消*デビット 639300 ,-15154212.0
デビット  取消*デビット 708646 [適格]10％,-8631498.0
デビット  取消*デビット 724200 ,-9982022.0
デビット  取消*デビット 752466 ,-6387075.0
デビット  取消*デビット 768646 [適格]10％,-3832590.0
デビット  取消*デビット 774632 ,-2321036.0
デビット  取消*デビット 802009 [適格]10％,-3851034.0
デビット  取消*デビット 802918 ,-6385575.0
デビット  取消*デビット 814350 [適格]10％,-2331614.0
デビット  取消*デビット 871561 ,-3902901.0
デビット  取消*デビット 892711 [適格]10％,-3778831.0
デビット  取消*デビット 912741 ,-2034388.0
デビット  取消*デビット 951245 [適格]10％,-2383782.0
デビット  取消*デビット 980598 ,-9284509.0
デビット  取消*デビット 980630 ,-9294381.0
デビット デビットカードでの決済のためSBIデビットカードに記載してます デビット 947618 ,0.0
デビット デビットカードは別途シートに記載のため、消費税は一律適格10％にしております デビット 559554 [適格]10％,0.0
デビット 法人口座における株式投資の研修 デビット 340895 ,0.0
売上高  デビット 866265 [適格]10％,0.0
売上高  デビット 931704 [適格]10％,0.0
売上高  デビット 997347 [適格]10％,0.0
支払手数料  振込手数料 ,0.0
支払手数料  振込手数料 [適格]10％,0.0
,-128849588.0
